0,0,115
0,0,189
0,0,190
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,190
0,0,190
0,0,190
0,0,190
0,0,191
0,0,191
0,0,190
0,0,191
0,0,190
0,0,191
0,0,190
0,0,191
0,0,190
0,0,190
0,0,190
0,0,190
0,0,190
0,0,190
0,0,190
0,0,190
0,0,191
0,0,191
0,0,191
0,0,190
0,0,191
0,0,190
0,0,190
0,0,191
0,0,191
0,0,190
0,0,190
0,0,190
0,0,191
0,0,191
0,0,190
0,0,191
0,0,190
0,0,189
0,0,0
0,0,0
0,0,0
0,0,0
0,0,190
0,0,190
0,0,190
0,0,190
0,0,164
0,0,101
0,0,100
0,0,101
0,0,100
0,0,100
0,0,100
0,0,101
0,0,100
0,0,101
0,0,101
0,0,100
0,0,100
0,0,101
0,0,100
0,0,101
0,0,101
0,0,100
0,0,101
0,0,101
0,0,101
0,0,100
0,0,101
0,0,101
0,0,100
0,0,101
0,0,101
0,0,101
0,0,101
0,0,100
0,0,100
0,0,101
0,0,101
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,101
0,0,101
0,0,101
0,0,101
0,0,101
0,0,101
0,0,101
0,0,100
0,0,101
0,0,100
0,0,100
0,0,100
0,0,101
0,0,101
0,0,100
0,0,100
0,0,101
0,0,101
0,0,101
0,0,100
0,0,100
0,0,101
0,0,110
0,0,186
0,0,189
0,0,190
0,0,190
0,0,189
0,0,190
0,0,190
0,0,190
0,0,190
0,0,190
0,0,190
0,0,190
0,0,190
0,0,190
0,0,189
0,0,189
0,0,190
0,0,190
0,0,190
0,0,189
0,0,190
0,0,190
0,0,190
0,0,190
0,0,190
0,0,189
0,0,190
0,0,190
0,0,190
0,0,189
0,0,190
0,0,190
0,0,190
0,0,189
0,0,190
0,0,190
0,0,101
0,0,101
0,0,101
0,0,101
0,0,191
0,0,0
0,0,190
0,0,190
0,0,188
0,0,189
0,0,68
0,0,38
0,0,0
0,0,0
0,0,38
0,0,37
0,0,37
0,0,38
0,0,37
0,0,37
0,0,37
0,0,37
0,0,37
0,0,37
0,0,38
0,0,38
0,0,37
0,0,38
0,0,37
0,0,37
0,0,38
0,0,37
0,0,37
0,0,37
0,0,37
0,0,37
0,0,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1
0,0,37
0,0,38
0,0,37
0,0,37
0,0,38
0,0,38
0,0,1
0,0,0
0,0,254
0,0,101
0,0,190
0,0,190
0,0,189
0,0,45
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,2
0,0,47
0,0,131
0,0,183
0,0,183
0,0,187
0,0,188
0,0,189
0,0,190
0,0,190
0,0,101
0,0,101
0,0,100
0,0,190
0,0,191
0,0,190
0,0,191
0,0,0
0,0,0
0,0,191
0,0,190
0,0,190
0,0,0
0,0,190
0,0,190
0,0,0
0,0,0
0,0,190
0,0,189
0,0,189
0,0,100
0,0,101
0,0,101
0,0,100
0,0,100
0,0,100
0,0,0
0,0,189
0,0,0
0,0,189
0,0,101
0,0,100
0,0,101
0,0,100
0,0,100
0,0,100
0,0,100
0,0,186
0,0,190
0,0,190
0,0,189
0,0,190
0,0,190
0,0,190
0,0,189
0,0,189
0,0,189
0,0,190
0,0,190
0,0,189
0,0,189
0,0,189
0,0,190
0,0,188
0,0,184
0,0,45
0,0,5
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
